	as	av	ag	aa	ac	at	bam	ban	bca	bceh	bce	bco	bfr	bhi	bhy	bnu	bpu	bsp	bsu	br	ebv	fib	cols	colt	esog	esom	esomu	haa	hlv	kc	liv	lu	msg	ms	nt	pan	pit	snse	sse	si	spl	sto	thy	wb	ov	pro	tes	ut	va
LBCMVTAB	0.024454822711156027	0.0075383678968827675	0.011126472885237526	0.011963649550554354	0.009144167188951871	0.0226815194369046														0.004231067441591278	0.017027985416291153	0.013952904715075595	0.009168635344413553	0.008028684984993728	0.012270850446967543	0.01029094932263681	0.021674555899877903	0.02465825577464531	0.02110431917004312		0.011161385625823807	0.01426164691032757	0.013643965248073492	0.0067707044388648045	0.026316251033985386	0.005828172023508996		0.014819059872640225	0.010405401648810996	0.00663146882006364	0.016510067569212916	0.00990648592497051	0.020169148882764044	0.0018999989047333633	0.015375848495020307	0.013975214585339336	0.013940914895942963	0.011330422116085074	0.004365060488179308
LBEBVGAB	0.006822255546346312	0.0051492077125872195	0.00389590053927952	0.004463687068518842	0.004242717305162135	0.005521781357018116														0.011179341900476366	0.01411145594018784	0.002585429260139203	0.008777653658818562	0.0014175440242978816	0.0056506867470064726	0.008091255023784546	0.006315670039883327	0.002197079579193501	0.005285938247550432		0.021585913095876912	0.004800974433494253	0.00758873062403557	0.002558402721145184	0.007892964432615552	0.0044317618310241065		0.005366887640495171	0.001831045629713574	0.004812700841387229	0.006273094879552999	0.00716431552272377	0.0041577038493540875	0.0012360105404310249	0.016355998702265902	0.008827809779964904	0.005953029242635672	0.01471159207724158	0.007604270375931327
LBEBVMAB	0.001966220544543803	0.0019488074496281905	0.005234958182525242	0.00665145591691529	0.0058191483320403255	0.001808503469800729														0.0012425873595337438		0.0019778364155082014	0.01454776962381801	0.0006160970016813935	0.0028307989057779984	0.0020467668125491545	0.0014396434602918164	0.014734982987911656	0.008071162947774123		0.01630295128997251	0.002880457819370026	0.003885124638627411	0.001281832790008907	0.0017596865938984364	0.0012929972452744964		0.0028647014650655966	0.0014406757932366526	0.005147215966292643	0.007885928889924928	0.003796502272370345	0.0017375661703546781	0.008384518279782878	0.013540977043649273	0.007102233236932585	0.0024777243850896444	0.0173071040283895	0.007564279777591413
LBHBCABM	0.0037986574043600055	0.009035182646064144		0.0068564105976717206	0.06584790790188393	0.004114286752191598	0.014643597212341061	0.013874778778712965	0.00946365452765919	0.015086370956857527	0.015172771015549223	0.004549502438000567	0.01611981935411304	0.005572561071831897	0.010280530400397036	0.006875576178113077	0.019411136677010735		0.026303631288171397	0.011510858784685706		0.00901887982673084	0.008404413343944159	0.025167655087805014	0.026893027451316578	0.03997952242986401	0.012072982735856117	0.011831671432063377	0.003347073287329106			0.002411120840634343		0.0030722005929960192	0.012512154869528093		0.009615862985878843	0.00965939709713976	0.014059588863823268			0.010955653171620063	0.00811202167649849	0.002300436590109856		0.11534638836675593	0.0060343506450659355		
MHABNWBC	0.0006343799113085637	0.002466573465989656	0.003090764313453925	0.0013571163065981752	0.009046432230873322	0.0012671174389341873	0.008710575376460342	0.003062976023742707	0.002789305606975136	0.0057055204183964515	0.003815886296792893	0.002561071652932907	0.0035396716846138538	0.012617743687734445	0.0041854223103613515	0.003006173353310875	0.005215824619657446	0.007812782435623616	0.0064658009301997044	0.003692964452118717	0.0066980298429875325	0.0015216082242066838	0.0008486300824940466	0.0004945049855737762	0.0015778255087872837	0.0008819450955246353	0.00252111569247634	0.009325350717078284	0.0024883664782955946	0.009879135077562322	0.0021997639731311447	0.0007611141665406843	0.01804713767590471	0.0012244161386875169	0.0016296565058726467	0.0028070714473709033	0.0035569985473235424	0.0011597439821953175	0.0013006996694483613	0.010767186010247957	0.002848690250824372	0.0017952592099977724	0.0024000859335614457	0.0015226463746341615	0.0030932461422594998	0.0019256761509756496	0.0011372450421747388	0.01239662115606124	0.0038613239283635543
MHSRC_0	0.0134808284363035	0.036026961262265025	0.024118543239218217	0.03963958795884783	0.01711426355370939	0.012720921717489515	0.008011342370374723	0.008795296956822289	0.0045363431334286605	0.00413738738065721	0.004764032240681834	0.006820955761108558	0.013522526379236132	0.003957131339697479	0.006888963148250471	0.004972113929250692	0.01238167216652756	0.007293961059055921	0.017618927405811363	0.0098217619555854	0.009095265704228306	0.0029153872882370004	0.032167017556219486	0.033802898847077385	0.023541131046456783	0.022698186498570846	0.029698201182125364	0.00944133450801001	0.015452425453364784	0.010032006401189104	0.030333172273762886	0.020581269358220862	0.0048565130646160675	0.013827818730778853	0.016006607671134036	0.0021262326182093097	0.003999198956709733	0.012257852087885653	0.0024009084699566042	0.021832866177598127	0.011112320950328169	0.00827680282657524	0.014967627035250425	0.04576335151551777	0.04762413881411357	0.008730426163912994	0.004452330301987836	0.04958344838497352	0.0614521658597677
MHSRC_1	0.013480828436303499	0.036026961262265025	0.024118543239218217	0.03963958795884783	0.01711426355370939	0.012720921717489515	0.008011342370374723	0.008795296956822289	0.0045363431334286605	0.00413738738065721	0.004764032240681834	0.006820955761108558	0.013522526379236134	0.0039571313396974785	0.006888963148250471	0.004972113929250692	0.012381672166527559	0.00729396105905592	0.017618927405811363	0.0098217619555854	0.009095265704228306	0.0029153872882370004	0.032167017556219486	0.033802898847077385	0.023541131046456783	0.022698186498570843	0.029698201182125364	0.009441334508010012	0.015452425453364784	0.010032006401189104	0.030333172273762886	0.020581269358220862	0.0048565130646160675	0.013827818730778853	0.016006607671134036	0.0021262326182093097	0.003999198956709733	0.012257852087885653	0.002400908469956604	0.02183286617759812	0.011112320950328172	0.00827680282657524	0.014967627035250425	0.04576335151551776	0.04762413881411357	0.008730426163912994	0.004452330301987836	0.04958344838497351	0.0614521658597677
PC1	0.2742298027040134	0.13516835214196363	0.10788429481836415	0.12694366829211967	0.10859077589799018	0.3340980611860256	0.050533727437226186	0.04299108343706213	0.18343466847268358	0.1982435488962959	0.2904156501642624	0.21814221437153325	0.20254463415118013	0.10902226946395635	0.056814454432644164	0.1168266839099752	0.13594362772579413	0.10588713893738631	0.14100585530901139	0.12578925955703457	0.44628150395476157	0.2151746403020066	0.15886554806036082	0.04954146604297089	0.23732378792098607	0.10039902826765118	0.3064332198418148	0.044776966793053534	0.13701384660274335	0.04865827183612241	0.029530754149647752	0.16170592652446267	0.05067213834611826	0.09057541836137145	0.30765818524909877	0.06240207027481339	0.08577967069573197	0.1613225708744912	0.15321037843784543	0.02986597032409548	0.3020125078294814	0.10911132536496362	0.24706620477789815	0.015596833066800956	0.1727857111159122	0.13204202710219753	0.11422513899687942	0.07464344990159504	0.014095091618883527
PC2	0.0025603278142619142	0.001916367152366518	0.006936254148546707	0.0029495114907435705	0.003374617481285813	0.0021768546339292543	0.023254993626827328	0.00713387437982711	0.004329895199857924	0.005218945457205355	0.006270768867069649	0.0033504019088774397	0.028986254163122366	0.015334467933561198	0.00383961262433649	0.006039889185370536	0.003984235290925009	0.005685894335598258	0.005396022917503058	0.0030034421695482143	0.026112947015957736	0.0016931746946058355	0.002762607643422398	0.0018973368371111403	0.006083537689632369	0.003202058536771106	0.002778435851238422	0.007210738752838482	0.0057094162165701404	0.02248131574174035	0.006812677804734891	0.001489314257989874	0.004352587401993398	0.0019908626175309018	0.003516174041887325	0.0013022397890274319	0.002774179126144987	0.004284839185227336	0.0010889202156703023	0.005150783962603411	0.0056260963462590975	0.004332960750497969	0.0033451642887040354	0.004598151249680228	0.006652769487459295	0.0027439597477944876	0.0020212879202918463	0.00482055030253006	0.004791867991695427
PC3	0.0012485631561980112	0.0029445348859162613	0.0022998944585619803	0.005829530201453038	0.003413271962471348	0.0011373227811606454	0.007439820510514895	0.005571737366241884	0.009174911363382901	0.006380457106665392	0.0046072600353508995	0.003265825692668155	0.002953915534503487	0.0017222469865558062	0.002316887050762956	0.004549383508582365	0.0033280161955455416	0.0036626481796799316	0.011415791660158341	0.0006089616894934324	0.003068670587076991	0.0025864958829426355	0.001886249801857901	0.011487454681290359	0.001047329967478854	0.002398528815498241	0.0020161569280959463	0.0018173739082348853	0.002442721491784466	0.005845439015782142	0.0019063031441276812	0.0020733397728325102	0.01066843024132965	0.0009205265796606261	0.0014484524696459279	0.014032726631117055	0.002902003537476129	0.00696499838999958	0.004142551381387929	0.002098369593750764	0.0028747390135032296	0.0018662918144108807	0.0012168413476414822	0.0015519170233702384	0.002849432107876084	0.003960669859650779	0.0016811776964785045	0.0060384743702251095	0.010987550319378748
PC4	0.0024077926677780817	0.0036972179478278484	0.004391608624479725	0.005594849014579158	0.0016511737609261287	0.0011726051131687697	0.007646522940597246	0.0032836235958225795	0.0069618742528025504	0.003252853916685403	0.002814216609827462	0.003247364040397831	0.007693020035615575	0.0034673202866941674	0.011725959596553292	0.004704109526269747	0.0026457378152726033	0.00622362451151544	0.009434432788872276	0.003333651574387588	0.003913861771335789	0.0008919820862770347	0.00227993275087939	0.0012848593612365144	0.0024857229504620616	0.002076928974757274	0.0012833810813413242	0.0018978260517852502	0.0022523285642207145	0.0229011957296929	0.0016093104954089986	0.004299530941628968	0.0038645302885203067	0.00047588591181256794	0.003217622371752829	0.006148487577109407	0.004760896474815603	0.0022790986404646707	0.000931665584524215	0.0019420485874649827	0.0017990207011085576	0.0011706292560853652	0.0024785657839072293	0.002152252375981485	0.008299017668568607	0.0029477084946225433	0.004967174579723625	0.0026258815889455183	0.007714614199147882
PC5	0.0033871718657323725	0.0031017474892171453	0.00641372321195091	0.003993293905143029	0.008623817923142598	0.0026048835057292594	0.005700182592360626	0.00756139870189966	0.002857338090999547	0.005270547302329761	0.003782894197668551	0.010070386388858368	0.005443595926821653	0.005018124500077249	0.004302160331480429	0.002452888270276303	0.005719569182715735	0.009231850249302537	0.010180901607944189	0.00143814018844906	0.0112798786095054	0.0008104399245727232	0.006163284267976249	0.005883458680165783	0.0014524912796520025	0.0011914088240819799	0.0030049810367974404	0.0014047338040887496	0.00690527278531461	0.021227664252769424	0.002090935492980617	0.0007251590282237944	0.0046144919338419604	0.0019878528199246746	0.0021736853845785104	0.006376740479931944	0.002558554802820321	0.0022904197991463746	0.0009324685215249133	0.0029500544972031863	0.00629790411499548	0.0032044174829262678	0.0016547895785727733	0.00478230164047704	0.01715357908652259	0.0023693632760056573	0.0036486786863736847	0.016094836760500213	0.030550756942230684
RACE	0.17078353660641504	0.08550855758301341	0.06222120022134425	0.07587735973771492	0.061517017821984335	0.22191119057105566	0.05051563548399963	0.04283755410649156	0.15262942687320746	0.17376971885477185	0.25283734782211426	0.19137833769791524	0.20309498205728016	0.10959421501092617	0.045956002004770874	0.09729414920882666	0.11252512084640381	0.07754255642564868	0.13229926753729584	0.08668468247202814	0.4121225930629181	0.15584214699045182	0.10363434430470214	0.03155197512908922	0.12988306550472378	0.06767261127351683	0.22347693540103836	0.02687483236394851	0.09261910169348099	0.04831494887416736	0.01792155190221894	0.1044942448650419	0.045176202937040444	0.05707471858216607	0.2099029397563406	0.032269185499424244	0.07206520156225134	0.10823635331366184	0.10356215646732389	0.017776213471235047	0.180627657958852	0.07312791566206824	0.15615121291013526	0.010974299207464252	0.10624193667057269	0.08978401458512482	0.07951898900996297	0.04952190824151139	0.016685087324342956
SEX	0.005757518165565323	0.006432858765072363	0.0024528443339582734	0.0040212925060798075	0.009529471450461563	0.005183839490731761	0.013803832397038519	0.005441111009741687	0.0028389293843950904	0.007903982258067838	0.008217466891678337	0.007555683256273366	0.011725031623741538	0.004586171408386336	0.008410789744738342	0.006411580098390816	0.0033822547515194165	0.003964264488952289	0.006876130336235275	0.06696117785095704	0.005690840578556179	0.0020625358615543967	0.004614383222455137	0.0030434930079235433	0.012586932822501437	0.001515944336115745	0.005667086457818692	0.01351033702842571	0.006830159159851501	0.01558181889960123	0.0051104974893753045	0.004043310042619041	0.017340294709740006	0.0065277650861470205	0.002474361663980527	0.003111458270537394	0.006710699425902645	0.004512197848011646	0.003040528931336027	0.0054304435891928075	0.004603815857436013	0.002040817834009192	0.0058854660216463225	0.0016654718471166773					
SMALTALG	0.0012869663544807077	0.0027133784130985677	0.019705779760498487	0.007435724088754624	0.005048572275264309	0.0020872523032069885	0.024415788475583976	0.07863724713864291	0.05803089287238008	0.032339675573572056	0.014099733516643813	0.03192355025835505	0.022480584181321216	0.010203589376750803	0.007676671570330426	0.041624256368351584	0.04298953374624135	0.01762677438067947	0.012915073334759471	0.001298662932855978	0.005960906301806987	0.003640388413666811	0.002509159198170215	0.027949922828679634	0.005039067696052119	0.013820296822854808	0.002582492186156969	0.005017689956900039	0.02339394417352051	0.03451370351990851	0.014577966286750097	0.0016830304719563463	0.053604309355323974	0.004537334401260775	0.0008728481351754256	0.0056201716820976945	0.015901008384848748	0.004482288665904374	0.002855098574461494	0.0038832327698368548	0.006588955316577833	0.137401085584194	0.004165987607468185	0.05478575105374904	0.01834618294011088	0.017315923809564975	0.0022226047007879468	0.034309802791801444	0.05135966801830455
SMATSSCR	0.005390274032731363	0.004003216969334716	0.11026630106025777	0.016516332958646077	0.010952325508645387	0.002126116376671364					0.011079519696300694	0.00700603986909993								0.014290794728837054			0.03737745790818664	0.19410593470119664	0.025674889156987197	0.07184050622069202	0.02895307969267573	0.020287974961534814	0.011985721006757695	0.028363289382117803	0.03981150205481694	0.05214213489860461	0.00870647221594983	0.0050762927195397095	0.0019452485999764133	0.008133623952398732	0.011412856125591744	0.0038385619172078738	0.001911228699655226	0.07508465809944313	0.013624993912031707	0.02606885425124508	0.036334730663558724		0.01444822726557715	0.026814747056465967	0.008662292613479708	0.02496101459969768	0.09108174154143578
SMCENTER	0.021667946369811987	0.0688439032838127	0.06181090262923941	0.05434238124661486	0.029251539827735526	0.018885846850514452	0.015608462693997294	0.014874791597514217	0.01351006963116219	0.008359541602804986	0.011228247085632512	0.008463022821219099	0.010673441411801288	0.006543783167974518	0.006393038126030144	0.011079454496915058	0.010929554610456268	0.030870162365203617	0.026171013726962185	0.016514923202164196	0.009924767358906609	0.006316954671693027	0.05037604713116119	0.04554441679942247	0.04943420812711687	0.03545031974602978	0.057783537611559896	0.0062932139336624145	0.06104319759897838	0.00993892534719476	0.034433736040073826	0.04597796459008044	0.0023463118038304105	0.022597408142613122	0.024118456398232468	0.00810932963647547	0.006216248176239524	0.019085384253753467	0.004685389528110194	0.0021270398921560355	0.018593943070758037	0.01272413766656938	0.032819855403504454	0.06026704109682903	0.05430606650797353	0.01338471188404682	0.013791928024233185	0.0977133738296541	0.05231781528507586
