	as	av	ag	aa	ac	at	bam	ban	bca	bceh	bce	bco	bfr	bhi	bhy	bnu	bpu	bsp	bsu	br	ebv	fib	cols	colt	esog	esom	esomu	haa	hlv	kc	liv	lu	msg	ms	nt	pan	pit	snse	sse	si	spl	sto	thy	wb	ov	pro	tes	ut	va
SMNABTCH	0.005169308277962048	0.007677612822911631	0.00654937848459906	0.011247414311923581	0.01153004579185877	0.004425138059661412	0.015519476440622083	0.04449025940134596	0.006505852445643686	0.012530800738340772	0.012205939389486928	0.01347814213581242	0.010357084009300117	0.013789360259109323	0.011512245982675771	0.01191351006809675	0.008306666117124701	0.008575368382178228	0.023473275760451783	0.0046432934339869746	0.006625552205534188	0.054872534908571996	0.013382435856314453	0.019829715388594873	0.0025619511154155125	0.001962709306901986	0.009406126896588964	0.002699616851016021	0.011392500218376615	0.01016908249863985	0.007597249664753985	0.013765286229870667	0.010529205246818309	0.00820161912494588	0.007553707901666568	0.0030732654576133217	0.0036698796139300774	0.005469500037128606	0.0055706173699040075	0.0032682305277488993	0.0025199082482090726	0.0025912678160555586	0.0062481222446273636	0.0038759808282673664	0.010747678005389396	0.004628042506324571	0.0020182511061106645	0.017490883074184352	0.016393696185246914
SMNABTCHD	0.004571348378520618	0.007583407441960702	0.004661736861600591	0.010646751638174261	0.011832231855584128	0.0061448294668336135	0.017132402500995892	0.03842400537531772	0.005823013541723013	0.012208271363261138	0.011782545647818046	0.008449770555257762	0.00984462602574726	0.016725019416275442	0.01507972636610019	0.01021837077456549	0.006814929337668757	0.009706381864319422	0.02429845153585457	0.0051627095333018945	0.018834055372037566	0.06358563378851671	0.017197083741538065	0.01044865948515532	0.0018447360780460807	0.001939638340026354	0.006293995701985179	0.0016452672127052251	0.00668402916251764	0.010438180639270675	0.006875192651001763	0.008480123861810933	0.010946897915133187	0.007922936973253074	0.005852730884258256	0.005138308842500618	0.006604137994615655	0.004467643498999803	0.0032867453909357553	0.008631298872858	0.0034269254733329544	0.003002615506042397	0.005886828076895269	0.003944835519161023	0.012993717736737227	0.00447185061976098	0.0015370121569284133	0.011917859330500602	0.014393698689604585
SMNABTCHT_0	0.0036151436347070616	0.0019538124001730575	0.006938924541199509	0.00996919125464539	0.012353472831499464	0.011079744214251092					0.010067625665784981	0.011848566470869928								0.0068650574138865465			0.015122820401201258	0.018686881560732973	0.0026754839215033708	0.0007373914591785935	0.003914026688587737	0.0009459573021463565	0.010097815028422054	0.023460397113166404	0.007570665803706741	0.012242526935285492	0.016026187343715886	0.008882400044473108	0.006362435557535672	0.0038807014021908326	0.004355173304077945	0.002523297767945121	0.0026036436072219846	0.0026779694901074252	0.0048579918566889	0.003527090674952239	0.005575439760390464		0.00725991991690389	0.005980565270335188	0.0025685587510312128	0.004679517132441269	0.009353436429347798
SMNABTCHT_3	0.0036151436347070616	0.0019538124001730575	0.006938924541199509	0.00996919125464539	0.012353472831499464	0.011079744214251092					0.010067625665784978	0.011848566470869928								0.006865057413886548			0.015122820401201258	0.018686881560732973	0.0026754839215033716	0.0007373914591785935	0.003914026688587737	0.0009459573021463565	0.010097815028422054	0.023460397113166404	0.007570665803706741	0.012242526935285492	0.016026187343715886	0.008882400044473108	0.006362435557535672	0.0038807014021908326	0.004355173304077943	0.002523297767945121	0.0026036436072219846	0.0026779694901074257	0.0048579918566889	0.003527090674952239	0.005575439760390463		0.00725991991690389	0.005980565270335188	0.0025685587510312128	0.004679517132441269	0.009353436429347798
SMNTERRT	0.005842783430944596	0.06261410476632051	0.09029754828304892	0.057935443673430696	0.023762383015701195	0.004013691445378186	0.010017336287366828	0.015988986998090426	0.028713460532916395	0.031630123944241036	0.007875662107146113	0.007374584489425477	0.007111131859235649	0.003926643338556228	0.006941919975705761	0.03995942056393408	0.05249669058291521	0.02667606175222793	0.016544926027339688	0.15153975817522314	0.005507386572293157	0.0046287913131194255	0.06875144808927128	0.01539438039429906	0.023691164721993008	0.045074064339972034	0.09045320673062109	0.0059200524745868155	0.0034791343656753447	0.010710817369266955	0.05235533955332368	0.010737634092996436	0.11817526108974835	0.05430454610103182	0.062381223474398256	0.04867651586337378	0.041328389473569156	0.0047247293593819266	0.020951034685568706	0.16267390555106223	0.07961151071293779	0.08369534329911717	0.017887893174681646	0.042962365722554303	0.06010897538556725	0.07157217056793713	0.24493119331023797	0.1925170826238197	0.17566473017754336
SMNTRART	0.005859332531279956	0.06319691142379456	0.08869312314258943	0.05794085635929074	0.023915643841446215	0.004044123899395821	0.009956159705917301	0.015338693685177667	0.029442511170988922	0.031924258898005514	0.007764870383999574	0.007257124963760499	0.006967515215108813	0.003954921848449921	0.007223300720991755	0.04132703783101371	0.053664977117624545	0.026764354317264292	0.016712814623345305	0.15685359484370032	0.006184868953106667	0.004678445063274655	0.06713434957874066	0.0069201515086628265	0.02322166373205353	0.04371792296150923	0.08942323686163993	0.005041651442323525	0.0035085858375487346	0.010728249764568541	0.04757199451006853	0.010729977175565262	0.11233904364517075	0.05388618932655359	0.06246038928242646	0.047752381125738076	0.04129991142281784	0.004685886713748253	0.020883527465563632	0.15644214023049458	0.056212817333941206	0.07857631991973464	0.018214514319683645	0.041056479896029424	0.05987125014796593	0.0715750965375584	0.2456123390325238	0.19118480925324854	0.17785912537399856
SMNTRNRT	0.09847140417706815	0.22428958895839168	0.0642034691616741	0.2577585468014596	0.18232716007720426	0.08742366437971384	0.13107894090958952	0.1022268355555426	0.07385839024253799	0.09566810840966336	0.02466102632075355	0.024953661334426065	0.05736794515226191	0.15472024059385386	0.047712898582435395	0.06342957499508274	0.023076778805154758	0.0859340145846354	0.05888887843431022	0.2801847873341191	0.05913578379027748	0.07100035494887807	0.07830510712218926	0.007638142415863057	0.14680680861509976	0.08678971438272948	0.16487459090445253	0.053560953549664274	0.07356342896939558	0.08792103452402884	0.13670436809914854	0.24020417088431423	0.15058429785664051	0.15434859319104524	0.09018983159700066	0.21636873666029807	0.03587048152917377	0.13518954964505792	0.1713060268482486	0.16034390908842583	0.17933669417543777	0.06427094321097439	0.037296600817850016	0.16636549763276118	0.06948559054381048	0.08246685994071692	0.03512370492680964	0.29031258091024564	0.17755937362044155
SMRDTTL	0.0027400589909180933	0.006047715347359257	0.0022335423383185995	0.0017061312359849506	0.004818617457035828	0.0027089927077759515	0.0174199269060306	0.0076856868468458935	0.007576464549681451	0.004931262416626008	0.007935456174053165	0.013058733697546811	0.008763336151169147	0.006543126408492148	0.005373262402191926	0.004619878521717062	0.003121394989299122	0.004535213129523567	0.00948560973586796	0.004548251930034731	0.002621908015144626	0.05967604413405585	0.005486785087319474	0.00348464895577405	0.0011929765594028145	0.0038151415570452734	0.0030014885784457623	0.004088238326124992	0.01880072414938352	0.007589822096888856	0.005385203828344576	0.0076987970815829065	0.013516702884352264	0.0022007683792669734	0.001905861562933539	0.008423223520438247	0.0036298116954010884	0.002080250644542649	0.0012234496390435721	0.012907910808820538	0.005354196905131222	0.0012668196318603923	0.004094534624149779	0.0045988525079985005	0.005098161944597903	0.0029793878875445413	0.014663516222192044	0.010897300422749926	0.004192421734143811
SMRIN	0.011238985439994402	0.08833715424396321	0.1716031923759456	0.03788333668403433	0.04664700278637559	0.00753225547723393	0.03662909744501481	0.1272767389678324	0.08457275126282916	0.07034487170901461	0.01112087094679532	0.04443304037673529	0.06261548022644287	0.026550548835116986	0.1257684662637528	0.13124892337330135	0.13710482990038986	0.03353176612119597	0.03692621794187806	0.03566863889860045	0.004142881810466637	0.01355630269681017	0.11335035632071994	0.08002321077071353	0.133994470532627	0.10171542712841034	0.13469304479618865	0.048616934622534136	0.22162959270179428	0.06422698586986818	0.06299640115678631	0.10398162739896102	0.03327913976892676	0.022262435986736075	0.002559423730078866	0.0055627368762291105	0.00648387941771877	0.0037665950876338474	0.014002493620136908	0.023455375069296677	0.009078939941998683	0.034677060437570045	0.029707543401709127	0.06201360971497484	0.04884724080431496	0.024100069277022643	0.008274110532879771	0.19095208677247885	0.1925848029459633
SMRRNANM	0.0073745371992130085	0.009045349361589431	0.08523125745591201	0.008537244436302348	0.021273894338129255	0.004728609146743675	0.051731119774589905	0.15460814074203635	0.11695755735473116	0.07509648251906675	0.03231317775759308	0.12693788210818166	0.12163724329471932	0.02980501237252211	0.09791337954699146	0.12691585020473656	0.1704330646852296	0.03212873409920551	0.08588531560703037	0.08157008662929993	0.007721102175773584	0.03320976992703819	0.03221177317077819	0.06723591387954768	0.10357354093559328	0.022962730326647977	0.08895908662788783	0.015088077353128221	0.15953215617147612	0.01773129372177008	0.07858658513915488	0.0026951382757003394	0.007717075710816516	0.0026125203173596764	0.0053962974712870515	0.027537376148783543	0.039422473572731626	0.012008512575226392	0.00696431091126027	0.07272038735927325	0.011541803678654393	0.015572801724389565	0.004017654568190941	0.014639223962163939	0.014557658955322817	0.02796504179414824	0.11079661491179808	0.04309468433235491	0.007117420172617295
SMRRNART	0.008413884590363442	0.006825636153438671	0.09215808047587304	0.011542299574546964	0.026002357879901832	0.005673978345251723	0.05584544046642155	0.21676903243914308	0.15154052032271786	0.08314677521763271	0.045514514127083856	0.1742276771375792	0.16426555687459232	0.04115521921604809	0.13759492724244649	0.18219181235342713	0.2473409953975384	0.03781742441987048	0.10882302055664529	0.12086152630059531	0.01638650725629841	0.11519130104348314	0.048598500383448234	0.1666048986833448	0.13119169014675383	0.03478760801584508	0.11079898898038361	0.014093875944351481	0.22185292017607505	0.020256584445745063	0.07107635782756581	0.005749041470762563	0.00571141226291105	0.0032512211739318124	0.006004849418434171	0.026554490952918022	0.04816981704683995	0.015221671553926305	0.00900269211103601	0.11700812680845654	0.011221167854481821	0.016060702795859805	0.005646360408444506	0.01244666975407507	0.015552809771459472	0.03594245434449476	0.14831486268136032	0.040792238466853134	0.006699639943730005
SMSFLGTH	0.004730349693014569	0.022709697520098406	0.00544720364670711	0.01272172943512228	0.018016545931131108	0.0018604774762521884	0.010776791306313085	0.014490374543351562	0.027117638203099467	0.020562274797759957	0.007371956516743269	0.010541148576003046	0.0030135402043084576	0.005573213299390311	0.0049383979347067865	0.012742973973038618	0.03487771551134431	0.012517915896663108	0.017963423308118336	0.010760902737009992	0.003464759135196929	0.05418987005897447	0.006857465622580809	0.021785475891012714	0.005118890506030527	0.006000251177927103	0.004310082336074145	0.008921095907868807	0.010384426232653841	0.016043911808458964	0.010083458465385234	0.019053286092743687	0.028762758167438944	0.01166182997909158	0.0051442478129005926	0.037621512225876806	0.004243838760811773	0.012698903245503835	0.00869448837698107	0.015960187048232866	0.005500726141971541	0.09134456222965602	0.005464491062526516	0.011632294443816112	0.007658028747800528	0.004724651256016658	0.005343682085018259	0.00470367122900385	0.009299790219122622
SMSPLTRD	0.002563544677236546	0.024732664930241822	0.04046898057861889	0.030908795173888674	0.025945649181857874	0.0025596385406688933	0.04066093078370542	0.10811331337689978	0.03998468666501378	0.026206937431091402	0.012932382648787131	0.07109456725159331	0.05890013167354349	0.025720517930488362	0.03903799918041796	0.07977277268849699	0.07116774060771329	0.011003764254679332	0.03718275340301758	0.004760025146742659	0.004580196077781407	0.09526545035634018	0.03705799832108013	0.0018244563764398122	0.04205264649831806	0.04268587162028877	0.036585814507650596	0.016164659031991654	0.20295985698109342	0.016877449711911345	0.0776229893794259	0.05205326091837369	0.013833547468024721	0.01595445956668167	0.008786547733006262	0.027497692730211323	0.0069265571667222565	0.0065276744752303635	0.005572027865122671	0.016111595917023904	0.006836007934485333	0.051082851230029536	0.008935348290220472	0.037548032687154925	0.011524618910314121	0.02551018886493201	0.0016053489034278312	0.02720247240378905	0.045111304163125886
SMTRSCPT	0.035390720189310186	0.09330600066345207	0.017509798851596873	0.061038950342363306	0.06682175676809453	0.03819691377728116	0.037066415678855394	0.060540576614192994	0.03696554438864403	0.013117398310690491	0.006332158464785495	0.03204643317717749	0.03414629320068334	0.013461078939071596	0.09905293215657997	0.10989000555844945	0.12215490680770666	0.025826305425547546	0.0759320972165378	0.27278020486948285	0.004606266072078808	0.018757248404437817	0.027934128991264667	0.007872291560393586	0.050765142022643546	0.08656141172620005	0.07573928082372938	0.026316618132050024	0.040469566128864785	0.055840292954397824	0.07058302280414118	0.028283224387847576	0.0943413585248657	0.06492389093898922	0.02495482577650874	0.15680335581289379	0.017120221588268876	0.06862987386186721	0.08910178683440645	0.10160245554332378	0.031004121373021856	0.024422161707810683	0.013834022504074525	0.10376434526071408	0.011032497096757089	0.058751957558694605	0.03911800561255066	0.11175930609799718	0.08692071162178212
SMTSISCH	0.06542450717559008	0.1068663684435962	0.14477277918528772	0.11265803554988515	0.10074928980574131	0.02847416611725939	0.015778932224345222	0.015235868981294318	0.003769355949435286	0.009122190330281199	0.012270165016751263	0.002758168843748209	0.0048642389074053044	0.004509929504975238	0.00342089791168142	0.009486549190057161	0.004742530651990986	0.010110721619452562	0.013917761789770828	0.04250381438890207	0.05543060057432609	0.009238368528727964	0.10458406630468112	0.1591368392685761	0.12531589443010038	0.08170095989899125	0.10803152968634258	0.05566006749376984	0.1623475220079874	0.06971155661534356	0.08739351645632704	0.22568241551166823	0.011080930928342617	0.058419509124422356	0.07295129795627463	0.020053509054943987	0.005512551330443653	0.04370112133473917	0.02269102543220288	0.09658605901244875	0.026813430855191434	0.01707927422517122	0.08781051519200049	0.12858852029343476	0.0576979568675376	0.023273805394549808	0.043832577529530264	0.09728607730829324	0.0391747877296404
TRCHSTIND	0.08635129865982444	0.1529180525769238	0.1737322123628317	0.14522545531079661	0.10663423527446789	0.03471611637391185	0.017013843611326872	0.021051804339237076	0.0041999482647999565	0.01211895595275021	0.010795548008304087	0.0022344785930893626	0.008467835281772178	0.006022493214763194	0.002887567749548878	0.01035354357485326	0.005114160060038107	0.00894071653149466	0.01468209672704571	0.04783110999072987	0.012936535158574007	0.0041624315965992035	0.12396760119893659	0.15559357225440798	0.1499952216838351	0.08463579875372716	0.1385314106938497	0.057723501440593315	0.19190905486909632	0.07187773023737626	0.09591056317415017	0.25523661888411114	0.010923986806902042	0.07972526697946612	0.0891772850988457	0.01599469254045916	0.004913629414090536	0.056358616682230585	0.02390559449097158	0.06270610105107641	0.036037497789688205	0.02219600234115897	0.10589321225491614	0.16471505043746024	0.07702990092107426	0.02728357249042296	0.04127967655612809	0.11809245954812726	0.04990246242654663
TRCRTMP	0.01708793616586735	0.02265929408690045	0.009535740424377813	0.016367119870390627	0.015909276915350806	0.013916231571985018			0.018020181844115104	0.013267195389795976	0.01604354082237971	0.011105205042988835	0.018536596555034767	0.018070987399341567	0.013284381627749538	0.02635299891456774	0.012256911032208245			0.005903727500346398	0.04384651068599578	0.006885436643508538	0.021549648424872097	0.006858589357303826	0.010888290513187291	0.0025047377998670298	0.014251695940749128	0.03375190498476552	0.03512152618321863		0.03854087608082627	0.03516344841753664	0.014635688581681086	0.019239064917491933	0.025328767258889568	0.004093143355021074	0.014361723307328945	0.014941891706814496	0.007801101073306166	0.024507946363320605	0.014790404803637762	0.01059418125385026	0.016034731072359542	0.010572414841835529	0.01663025200986988	0.021810167265597907	0.010178144112169102	0.023624651078959738	0.004748076605543874
TRDNISCH	0.07294856156221834	0.11377287335271175	0.13646368423801317	0.11620606089134917	0.09938721580545634	0.030455919045024333	0.01967171251481058	0.01821814436381498	0.004606795802784349	0.011198871102050935	0.011208313208137805	0.0025826812181009282	0.0059708370456638	0.004537359790835641	0.003256704239030757	0.009464181925414147	0.005247783619228256	0.010038709313536807	0.017387766906394386	0.04267545319379489	0.021838951366353606	0.008444932128943082	0.10426494986495571	0.15691846907443302	0.1210575567188842	0.08025829179216257	0.11049178643537623	0.054471307873323195	0.15843797923227268	0.0667576788888348	0.08491407426499278	0.22840996047488252	0.00951318269134305	0.06706539563691878	0.07965063492621646	0.020667113327994358	0.0050053902588626875	0.04613098703721435	0.024002060229682817	0.06428061930079546	0.023719812732340546	0.015709588018208577	0.08732453790100565	0.12393000489026539	0.056642469195766924	0.023297323744814472	0.04539823562991174	0.09701481235887328	0.03492946912753164
TRISCHD	0.07469910653358183	0.12369576138498646	0.1483600273109373	0.12327814612283046	0.10248930084533926	0.03072801714418118	0.01893048451169858	0.018026029191741493	0.004366342180237527	0.011369762863550232	0.010833453738878533	0.0024635332301130896	0.006409200491908551	0.004771034432060888	0.0031535604649440513	0.009678412592874788	0.004963708694272242	0.009282699135101205	0.016523161366765998	0.04209202411491682	0.018898303353691154	0.007262108155677625	0.10915728878119087	0.15780231564824582	0.12929561745056992	0.08154273389846843	0.1201209916531222	0.05451028774209163	0.17311690608680538	0.06833609744612992	0.088357851426542	0.23258712274379792	0.008080753461576206	0.06974489864215445	0.08224780757082537	0.018619012061768248	0.005362156636759798	0.04951835275259351	0.02354291127049871	0.06764325126956389	0.029515418080000473	0.022178585485446815	0.0920226763192607	0.13231846881143663	0.06242210042971148	0.023818436000008644	0.04342962258031665	0.10451827265965405	0.04375674376564391
pcr	0.001498854372311051	0.0042483161759725475	0.0033642772559828427	0.0018437300232954118	0.004377740824273348	0.004011816469336251	0.0064123614729922835	0.003648230262774858	0.006319469865380721	0.004936567676698969	0.0035585637204164126	0.006775457769965995	0.0024719708727060303	0.002342359514844815	0.0016524805700800695	0.007871377739287151	0.005234603097374701	0.006454440244049869	0.005038264648841764	0.004590619351122733	0.02012824436157046	0.002653151959503241	0.0030038361534513555	0.0036728153975219514	0.004119577154820642	0.0020945879231030204	0.0030769850545172396	0.00024841133679038484	0.0030480513355323827	0.013356581924764617	0.0017822057690216613	0.0027322193317830075	0.006830363489132808	0.0021231605877618112	0.0019867717560051157	0.0033511292598038863	0.0032268797358392266	0.0015790983068726967	0.0022064690754938655	0.035940614823011016	0.00421741047844614	0.010757087438309939	0.001688615048546917	0.005306778669681814	0.00648227655420917	0.006585864594436159	0.001855358513000702	0.011608430208150618	0.007731052398163233
platform	0.002806890236232645	0.0012050667613901407	0.004337597895996761	0.007170221339212667	0.0074340056148466315	0.0038388135291743107	0.00813193923930942	0.015016588432374134	0.0030127724593521058	0.006812273458787522	0.005844493652579476	0.01308301723448406	0.004285647235935902	0.010485730538784988	0.008826513081070827	0.006970071822612986	0.005222201990768436	0.013100262353372501	0.022180077525799344	0.0016951028236699612	0.014874885446275434	0.004734548704937388	0.0035779112126932363	0.011345758206819686	0.0019927797844853214	0.0005365447337921037	0.0035993267097876483	0.0008473423942664065	0.0039677978552663164	0.02193403972015104	0.010744411718690453	0.005451485950997255	0.009305018902870154	0.002357034679191112	0.0036680961505526893	0.0007673731943143175	0.004561317372583099	0.001202315467470686	0.0022253173184355324	0.008092722198590767	0.007942912529119064	0.004593617280161611	0.0018398510498935632	0.0018769212112643059	0.00523033376818522	0.007288771036019354	0.001307230534442404	0.008819985615370039	0.008789369864378511
