as	0.549909
av	0.560638
ag	0.566666
aa	0.509845
ac	0.61947
at	0.582763
bam	0.628556
ban	0.697924
bca	0.647564
bceh	0.622055
bce	0.572575
bco	0.66923
bfr	0.681056
bhi	0.627797
bhy	0.590346
bnu	0.658885
bpu	0.658407
bsp	0.639114
bsu	0.696471
br	0.675676
ebv	0.729983
fib	0.628577
cols	0.589039
colt	0.69931
esog	0.636495
esom	0.512646
esomu	0.662542
haa	0.379345
hlv	0.593459
kc	0.843423
liv	0.551164
lu	0.643763
msg	0.648802
ms	0.490521
nt	0.573889
pan	0.536154
pit	0.46687
snse	0.523536
sse	0.488433
si	0.757526
spl	0.653657
sto	0.569063
thy	0.55341
wb	0.484744
ov	0.657308
pro	0.595327
tes	0.683117
ut	0.745128
va	0.731885
